,name,address_1,address_2,post_town,postcode,sic_code_1,sic_code_2,lat,long
904637,SHALL WE BE LIMITED,29-30 FRITH STREET,,LONDON,W1D5LG,56102 - Unlicensed restaurants and cafes,,51.512752,-0.130762
1118758,YEN'S KITCHEN LIMITED,29-30 FRITH STREET,,LONDON,W1D5LG,56102 - Unlicensed restaurants and cafes,,51.512752,-0.130762
188399,CAFÉ HAMPSTEAD LIMITED,130 SHAFTESBURY AVENUE,2ND FLOOR,LONDON,W1D5EU,56102 - Unlicensed restaurants and cafes,,51.512673,-0.129728
293423,DIADAM LTD,13 MOOR STREET,,LONDON,W1D5AP,56102 - Unlicensed restaurants and cafes,,51.513565,-0.129864
541041,JOE & THE JUICE GB 1 LTD,46 DEAN STREET,,LONDON,W1D4QD,56102 - Unlicensed restaurants and cafes,,51.513022,-0.131933
582303,LA MAISON ARABE LTD,FLAT 4,40 DEAN STREET,LONDON,W1D4PX,56102 - Unlicensed restaurants and cafes,,51.513376,-0.13212
124503,BARBER AND PARLOUR LIMITED,72-74 DEAN STREET,,LONDON,W1D3SG,56102 - Unlicensed restaurants and cafes,56210 - Event catering activities,51.513704,-0.132957
915945,SIMIT SARAYI GREEN LANES LTD.,68 OXFORD STREET,,LONDON,W1D1BN,56102 - Unlicensed restaurants and cafes,,51.516334,-0.133757
1003176,THE GARDEN IN W9 LIMITED,"FLAT 1 GILBERT HOUSE, 395-397",OXFORD STREET,LONDON,W1C2JX,56102 - Unlicensed restaurants and cafes,,51.514091,-0.150005
411268,GENERAL FOODS LIMITED,3RD FLOOR,21-22 WARWICK STREET,LONDON,W1B5NF,56102 - Unlicensed restaurants and cafes,56103 - Take-away food shops and mobile food stands,51.511717,-0.138475
62142,ALEKSANDRA'S CHOCOLATE CAFÉ LTD.,FLOOR 3 CREATIVE LIFE,207 REGENT STREET,LONDON,W1B3HH,56102 - Unlicensed restaurants and cafes,,51.517327,-0.142383
138668,BERGALIE SA / LTD,3RD FLOOR N.207,REGENT STREET,LONDON,W1B3HH,56102 - Unlicensed restaurants and cafes,,51.517327,-0.142383
200046,CASA DE LA MUSICA CAFE BAR & RESTAURANT LIMITED,3RD FLOOR,207 REGENT STREET,LONDON,W1B3HH,56102 - Unlicensed restaurants and cafes,,51.517327,-0.142383
270660,D.A. LOUNGE LTD,3RD FLOOR,207 REGENT STREET,LONDON,W1B3HH,56102 - Unlicensed restaurants and cafes,,51.517327,-0.142383
407369,GASTRONOMIE CONSULTING LIMITED,(3RD FLOOR),207 REGENT STREET,LONDON,W1B3HH,56102 - Unlicensed restaurants and cafes,,51.517327,-0.142383
590838,LAYLOW LOCCAS LTD,LEVEL 3,207 REGENT STREET,LONDON,W1B3HH,56102 - Unlicensed restaurants and cafes,,51.517327,-0.142383
660831,MCMILLON SERVICES LIMITED,3RD FLOOR,207 REGENT STREET,LONDON,W1B3HH,56102 - Unlicensed restaurants and cafes,,51.517327,-0.142383
324748,EDEN & ABEL CAFE LTD,FLAT 32,162 NORTH END ROAD,LONDON,W149PR,56102 - Unlicensed restaurants and cafes,,51.487801,-0.204076
146944,BIO ANDES LIMITED,187 NORTH END ROAD,,LONDON,W149NL,56102 - Unlicensed restaurants and cafes,,51.490028,-0.206207
712280,NAVERA TRADING UK LIMITED,FLAT 2,179 NORTH END ROAD,LONDON,W149NL,56102 - Unlicensed restaurants and cafes,,51.490028,-0.206207
625705,LUCKY CTB LTD,98 NORTH END ROAD,,LONDON,W149EX,56102 - Unlicensed restaurants and cafes,,51.489755,-0.206578
1031871,TORINO MEDITERRANEAN CAFE LTD,11 BARONS COURT ROAD,,LONDON,W149DP,56102 - Unlicensed restaurants and cafes,,51.490112,-0.20701
1097009,WESTKEN TORINO CAFE LTD,11 BARONS COURT ROAD,,LONDON,W149DP,56102 - Unlicensed restaurants and cafes,,51.490112,-0.20701
901894,SETTEMBRE90 LTD,41 BARONS KEEP,GLIDDON ROAD,LONDON,W149AU,56102 - Unlicensed restaurants and cafes,,51.491421,-0.211934
38026,ABU ZAAD LIMITED,SUITE 16 EXHIBITION HOUSE,ADDISON BRIDGE PLACE KENSINGTON,LONDON,W148XP,56102 - Unlicensed restaurants and cafes,,51.495196,-0.207214
188020,CAFE DE NATA LTD,"SUITE 16, EXHIBITION HOUSE ADDISON BRIDGE PLACE",KENSINGTON,LONDON,W148XP,56102 - Unlicensed restaurants and cafes,,51.495196,-0.207214
316067,E E LEISURE LIMITED,"SUITE 16, EXHIBITION HOUSE ADDISON BRIDGE PLACE",KENSINGTON,LONDON,W148XP,56102 - Unlicensed restaurants and cafes,,51.495196,-0.207214
362019,F.& G.SANDWICH BARS LIMITED,ADDISON BRIDGE PLACE,LONDON,,W148XP,56102 - Unlicensed restaurants and cafes,,51.495196,-0.207214
769882,PARK ROAD KITCHEN LTD,SUITE 16 EXHIBITION HOUSE,ADDISON BRIDGE PLACE KENSINGTON,LONDON,W148XP,56102 - Unlicensed restaurants and cafes,,51.495196,-0.207214
1126062,ZEIN RESTAURANT LTD,16 EXHIBITION HOUSE,ADDISON BRIDGE PLACE,LONDON,W148XP,56102 - Unlicensed restaurants and cafes,,51.495196,-0.207214
414512,GF RESTAURANTS SERVICES LTD,3 HAMMERSMITH ROAD,,LONDON,W148XJ,56102 - Unlicensed restaurants and cafes,,51.495826,-0.208414
584023,LAHORI KHANA LTD,3 HAMMERSMITH ROAD,,LONDON,W148XJ,56102 - Unlicensed restaurants and cafes,,51.495826,-0.208414
224023,CINQUE DITA LTD,CROWN HOUSE,"3RD FLOOR,72 HAMMERSMITH RD",LONDON,W148TH,56102 - Unlicensed restaurants and cafes,,51.494654,-0.214136
622359,LOUISE T. BLOUIN FOUNDATION TRADING LIMITED,CROWN HOUSE,72 HAMMERSMITH ROAD,LONDON,W148TH,56102 - Unlicensed restaurants and cafes,68209 - Other letting and operating of own or leased real estate,51.494654,-0.214136
838778,RDM FOOD LIMITED,9 STONOR ROAD,,LONDON,W148RZ,56102 - Unlicensed restaurants and cafes,,51.493294,-0.205113
187943,CAFE @ CHELSEA BRIDGE LIMITED,85 OAKWOOD COURT,ABBOTSBURY ROAD HOLLAND PARK,LONDON,W148JZ,56102 - Unlicensed restaurants and cafes,,51.499662,-0.2058
216317,CHELSEA BRIDGE CAFE LIMITED,85 OAKWOOD COURT,ABBOTSBURY ROAD HOLLAND PARK,LONDON,W148JZ,56102 - Unlicensed restaurants and cafes,,51.499662,-0.2058
257022,CREAMWARE LTD,85 OAKWOOD COURT,ABBOTSBURY ROAD HOLLAND PARK,LONDON,W148JZ,56102 - Unlicensed restaurants and cafes,,51.499662,-0.2058
370288,FELFEL CATERING LIMITED,8 COUNTERS COURT,93 HOLLAND ROAD,LONDON,W148HX,56102 - Unlicensed restaurants and cafes,,51.499623,-0.210325
349544,ESTELITA'S BAKERY LTD,74 SHILLINGSTONE HOUSE,RUSSELL ROAD,LONDON,W148HW,56102 - Unlicensed restaurants and cafes,,51.497325,-0.208787
730357,NOONMIST LTD,3 RUSSELL GARDENS,,LONDON,W148EZ,56102 - Unlicensed restaurants and cafes,,51.500032,-0.211217
92122,AREAROSE LIMITED,9 NORTH END PARADE,,LONDON,W140SJ,56102 - Unlicensed restaurants and cafes,,51.493262,-0.208932
271683,DABOS LTD,4 NORTH END PARADE,,LONDON,W140SJ,56102 - Unlicensed restaurants and cafes,,51.493262,-0.208932
501834,INDIAN EXPRESS TAKEAWAY LIMITED,3 NORTH END PARADE,,LONDON,W140SJ,56102 - Unlicensed restaurants and cafes,,51.493262,-0.208932
746807,OLYMPIA EXPRESS LIMITED,127 HAMMERSMITH ROAD,,LONDON,W140QL,56102 - Unlicensed restaurants and cafes,,51.493994,-0.213778
899489,SENDIANA LIMITED,127 HAMMERSMITH ROAD,,LONDON,W140QL,56102 - Unlicensed restaurants and cafes,,51.493994,-0.213778
26870,A & S FAST FOODS LIMITED,77 MILSON ROAD,WEST KENSINGTON,LONDON,W140LH,56102 - Unlicensed restaurants and cafes,56103 - Take-away food shops and mobile food stands,51.499129,-0.214494
268483,D & E FOODS LIMITED,C/O MURUGESU & ASSOCIATES,77 MILSON ROAD,WEST KENSINGTON,W140LH,56102 - Unlicensed restaurants and cafes,,51.499129,-0.214494
561883,KENSINGTON COURT CAFE LIMITED,77 MILSON ROAD,WEST KENSINGTON,LONDON,W140LH,56102 - Unlicensed restaurants and cafes,,51.499129,-0.214494
983832,TASTE FACTORY LTD,220C BLYTHE ROAD,,LONDON,W140HH,56102 - Unlicensed restaurants and cafes,56210 - Event catering activities,51.499509,-0.220545
413173,GEORGE'S CAFE (KENSINGTON) LIMITED,36 BLYTHE ROAD,WEST KENSINGTON,LONDON,W140HA,56102 - Unlicensed restaurants and cafes,,51.497166,-0.213116
577873,KSRS TANDOORI LTD,206 NORTHFIELD AVENUE,,LONDON,W139SJ,56102 - Unlicensed restaurants and cafes,,51.500065,-0.315469
732486,NORTHFIELD COFFE LTD,208 NORTHFIELD AVENUE,,WEST EALING,W139SJ,56102 - Unlicensed restaurants and cafes,,51.500065,-0.315469
982661,TAPELIA LTD,92 NORTHFIELD AVENUE,,LONDON,W139RT,56102 - Unlicensed restaurants and cafes,,51.502829,-0.316938
522259,J & L CAFE LIMITED,34A NORTHFIELDS AVENUE,,EALING,W139RL,56102 - Unlicensed restaurants and cafes,,51.504634,-0.319249
935467,SORAL LIMITED,147 NORTHFIELD AVENUE,NORTHFIELD AVENUE,LONDON,W139QT,56102 - Unlicensed restaurants and cafes,,51.502348,-0.316019
791058,PIPUN LIMITED,16 LEELAND ROAD,WEST EALING,LONDON,W139HH,56102 - Unlicensed restaurants and cafes,,51.509907,-0.323263
880790,SAI & NANG LTD,16 LEELAND ROAD,,WEST EALING,W139HH,56102 - Unlicensed restaurants and cafes,,51.509907,-0.323263
1085320,WADADA'S CARIBBEAN DELI LTD,14 LEELAND ROAD,,LONDON,W139HH,56102 - Unlicensed restaurants and cafes,,51.509907,-0.323263
91458,ARCO BARS 2 LIMITED,17 LEELAND MANSIONS LEELAND ROAD,WEST EALING,LONDON,W139HE,56102 - Unlicensed restaurants and cafes,,51.510129,-0.323082
91459,ARCO BARS LIMITED,17 LEELAND MANSIONS LEELAND ROAD,WEST EALING,LONDON,W139HE,56102 - Unlicensed restaurants and cafes,,51.510129,-0.323082
91460,ARCO CANTINA LTD,17 LEELAND MANSIONS LEELAND ROAD,WEST EALING,LONDON,W139HE,56102 - Unlicensed restaurants and cafes,,51.510129,-0.323082
211710,CHAMAA LIMITED,17 LEELAND MANSIONS LEELAND ROAD,WEST EALING,LONDON,W139HE,56102 - Unlicensed restaurants and cafes,,51.510129,-0.323082
364950,FALANO LIMITED,17 LEELAND MANSIONS LEELAND ROAD,WEST EALING,LONDON,W139HE,56102 - Unlicensed restaurants and cafes,,51.510129,-0.323082
725102,NIKKI'S CAFFE LIMITED,17 LEELAND MANSIONS,LEELAND ROAD,LONDON,W139HE,56102 - Unlicensed restaurants and cafes,,51.510129,-0.323082
373490,FIG OLIVE & FENNEL LIMITED,PETERDEN HOUSE,1A LEIGHTON ROAD,LONDON,W139EL,56102 - Unlicensed restaurants and cafes,,51.505563,-0.321347
1126162,ZELISH 123 LIMITED,87 THE BROADWAY,WEST EALING,LONDON,W139BP,56102 - Unlicensed restaurants and cafes,,51.509809,-0.324592
150160,BLACK & WHITE CAFE LTD,"5-6 CULMINGTON PARADE,",123 UXBRIDGE ROAD,LONDON,W139BD,56102 - Unlicensed restaurants and cafes,,51.511465,-0.314674
782082,PERSIAN PALACE LIMITED,143-145 UXBRIDGE ROAD,,LONDON,W139AU,56102 - Unlicensed restaurants and cafes,,51.51126,-0.316022
473259,HILLTOP ROTI LTD,46-48 DRAYTON GREEN ROAD,,WEST EALING,W138RY,56102 - Unlicensed restaurants and cafes,,51.512314,-0.319284
473429,HILTOP ROTI LTD,46 -48 DRAYTON GREEN ROAD,,WEST EALING,W138RY,56102 - Unlicensed restaurants and cafes,56103 - Take-away food shops and mobile food stands,51.512314,-0.319284
555772,KARALI LEISURE LIMITED,AVON HOUSE,ARDEN ROAD EALING,LONDON,W138RP,56102 - Unlicensed restaurants and cafes,,51.512262,-0.315063
801779,POWERBANKS LIMITED,AVON HOUSE,ARDEN ROAD,EALING,W138RP,56102 - Unlicensed restaurants and cafes,,51.512262,-0.315063
957181,STICKY SISTERS LIMITED,AVON HOUSE ARDEN ROAD,EALING,LONDON,W138RP,56102 - Unlicensed restaurants and cafes,,51.512262,-0.315063
992167,TERESINA LIMITED,AVON HOUSE ARDEN ROAD,EALING,LONDON,W138RP,56102 - Unlicensed restaurants and cafes,,51.512262,-0.315063
188201,CAFE RUMI LIMITED,78 UXBRIDGE ROAD,,LONDON,W138RA,56102 - Unlicensed restaurants and cafes,,51.51174,-0.315039
687660,MOLANA FOODS LTD,78 UXBRIDGE ROAD,,LONDON,W138RA,56102 - Unlicensed restaurants and cafes,,51.51174,-0.315039
750314,ONIK LIMITED,"1 CASTLE HILL PARADE, THE AVENUE",,LONDON,W138JP,56102 - Unlicensed restaurants and cafes,56210 - Event catering activities,51.514129,-0.319836
330866,ELECTRIC COFFEE CO LTD,4 MONTAGUE ROAD,EALING,LONDON,W138HA,56102 - Unlicensed restaurants and cafes,,51.518563,-0.316099
586514,LANE CATERING LIMITED,140 THE BROADWAY,WEST EALING,LONDON,W130TL,56102 - Unlicensed restaurants and cafes,,51.509866,-0.327948
890336,SAZZO FRESH FOOD LTD,124 BROADWAY,WEST EALING,LONDON,W130SY,56102 - Unlicensed restaurants and cafes,,51.510207,-0.324671
116931,B 'N' M UK LIMITED,50 WEST EALING BROADWAY,,LONDON,W130SU,56102 - Unlicensed restaurants and cafes,,51.510648,-0.322205
1117740,YASHAM LIMITED,14 BROADWAY,,LONDON,W130SR,56102 - Unlicensed restaurants and cafes,,51.510976,-0.320039
184057,BYRON CATERING SERVICES LIMITED,22 ECCLESTON ROAD,,LONDON,W130RL,56102 - Unlicensed restaurants and cafes,,51.511205,-0.329138
120434,BAGEL & SHAKE LIMITED,5 DRAYTON GREEN ROAD,,LONDON,W130NG,56102 - Unlicensed restaurants and cafes,,51.511186,-0.319671
120435,BAGEL & SHAKE WEMBLEY LIMITED,5 DRAYTON GREEN ROAD,,LONDON,W130NG,56102 - Unlicensed restaurants and cafes,,51.511186,-0.319671
311347,DS UK ENTERPRISE LTD,FLAT 21 VALLEY HOUSE,MANOR ROAD,EALING,W130EW,56102 - Unlicensed restaurants and cafes,56290 - Other food services,51.514167,-0.326831
455336,HAR BATH LIMITED,FLAT 21 VALLEY HOUSE,MANOR ROAD,WEST EALING,W130EW,56102 - Unlicensed restaurants and cafes,,51.514167,-0.326831
449731,HADUCCI LTD,12 FOSSE WAY,,LONDON,W130BZ,56102 - Unlicensed restaurants and cafes,56210 - Event catering activities,51.523343,-0.325292
981649,TAMP LTD,35B ASHCHURCH PARK VILLAS,,LONDON,W129SP,56102 - Unlicensed restaurants and cafes,,51.500155,-0.241929
259783,CRISTIAN DIJON CLOUD LTD,117 WENDELL ROAD,WENDELL ROAD,LONDON,W129SD,56102 - Unlicensed restaurants and cafes,,51.500998,-0.250182
650395,MARRAKECH ( ORN) LTD,254 GOLDHAWK ROAD,,LONDON,W129PE,56102 - Unlicensed restaurants and cafes,56103 - Take-away food shops and mobile food stands,51.500081,-0.238172
917221,SIMPLY LEBANESE LTD,254 GOLDHAWK ROAD,,LONDON,W129PE,56102 - Unlicensed restaurants and cafes,,51.500081,-0.238172
1126093,ZEITOONA GARDENS LIMITED,254 GOLDHAWK ROAD,,LONDON,W129PE,56102 - Unlicensed restaurants and cafes,,51.500081,-0.238172
1067024,VAN LIMBERGEN LIMITED,139 ST ELMO ROAD,,LONDON,W129DY,56102 - Unlicensed restaurants and cafes,68100 - Buying and selling of own real estate,51.505878,-0.246407
664519,MEDITERRANEAN APPETITE LIMITED,112 ASKEW ROAD,,LONDON,W129BL,56102 - Unlicensed restaurants and cafes,,51.502766,-0.243371
548250,JUMEIRAH TRADING LIMITED,151 ASKEW ROAD,,LONDON,W129AU,56102 - Unlicensed restaurants and cafes,,51.502275,-0.242381
657729,MAYFAIR TC LIMITED,151 ASKEW ROAD,,LONDON,W129AU,56102 - Unlicensed restaurants and cafes,,51.502275,-0.242381
692810,MOROCCAN SAHARA LIMITED,151 ASKEW ROAD,,LONDON,W129AU,56102 - Unlicensed restaurants and cafes,,51.502275,-0.242381
1122574,YSH PARTNERS LIMITED,151 ASKEW ROAD,,LONDON,W129AU,56102 - Unlicensed restaurants and cafes,,51.502275,-0.242381
381357,FLAMINGO ETHIOPIAN RESTAURANT LIMITED,31 GOLDHAWK ROAD,,LONDON,W128QQ,56102 - Unlicensed restaurants and cafes,,51.502715,-0.224454
609662,LIZ CAFE LTD,7 GOLDHAWK ROAD,,LONDON,W128QQ,56102 - Unlicensed restaurants and cafes,,51.502715,-0.224454
155671,BLUE MOUNTAIN ENTERPRISE LTD,UNIT 1 WEST 12 SHOPPING CENTER,SHEPHERDS BUSH GREEN,LONDON,W128PP,56102 - Unlicensed restaurants and cafes,,51.503177,-0.219802
258978,CREST SUPPLIES LIMITED,22 SHEPHERDS BUSH GREEN,,LONDON,W128PH,56102 - Unlicensed restaurants and cafes,,51.503874,-0.21953
276745,DARSIM FOOD LTD.,65 UXBRIDGE ROAD,,LONDON,W128NR,56102 - Unlicensed restaurants and cafes,,51.506012,-0.231329
518873,ISSAM LOUNGE LIMITED,107 UXBRIDGE ROAD,,LONDON,W128NL,56102 - Unlicensed restaurants and cafes,,51.506246,-0.233165
535355,JERUSALEM LOUNGE LIMITED,107 UXBRIDGE ROAD,,LONDON,W128NL,56102 - Unlicensed restaurants and cafes,,51.506246,-0.233165
889302,SAVANNAH DINNING LIMITED,105 UXBRIDGE ROAD,,LONDON,W128NL,56102 - Unlicensed restaurants and cafes,,51.506246,-0.233165
64438,ALICINA LIMITED,15 UXBRIDGE ROAD,LONDON,LONDON,W128LH,56102 - Unlicensed restaurants and cafes,,51.505569,-0.2276
127665,BASRAH LTD,32 WOODSTOCK GROVE,SHEPHERDS BUSH,LONDON,W128LE,56102 - Unlicensed restaurants and cafes,,51.503159,-0.216383
134808,BEIRUT NIGHTS LONDON LTD,32 WOODSTOCK GROVE,SHEPHERDS BUSH,LONDON,W128LE,56102 - Unlicensed restaurants and cafes,,51.503159,-0.216383
358808,EXMOUTH COFFEE COMPANY LIMITED,32 WOODSTOCK GROVE,,LONDON,W128LE,56102 - Unlicensed restaurants and cafes,,51.503159,-0.216383
500805,INCEPTION CONCEPTS LTD,32 WOODSTOCK GROVE,SHEPHERDS BUSH,LONDON,W128LE,56102 - Unlicensed restaurants and cafes,,51.503159,-0.216383
592327,LE COMPTOIR LTD,32 WOODSTOCK GROVE,SHEPHERDS BUSH,LONDON,W128LE,56102 - Unlicensed restaurants and cafes,,51.503159,-0.216383
676497,MILANO FOODS LONDON LTD,32 WOODSTOCK GROVE,SHEPHERDS BUSH,LONDON,W128LE,56102 - Unlicensed restaurants and cafes,,51.503159,-0.216383
678163,MILO INDUSTRIES LIMITED,32 WOODSTOCK GROVE,,LONDON,W128LE,56102 - Unlicensed restaurants and cafes,,51.503159,-0.216383
882933,SALTED LTD,32 WOODSTOCK GROVE,SHEPHERDS BUSH,LONDON,W128LE,56102 - Unlicensed restaurants and cafes,,51.503159,-0.216383
726684,NISA'S KITCHEN LIMITED,119 GODOLPHIN ROAD,SHEPHERDS BUSH,LONDON,W128JN,56102 - Unlicensed restaurants and cafes,,51.505078,-0.232619
634973,MACCHIATO LIMITED,170 GOLDHAWK ROAD,,LONDON,W128HJ,56102 - Unlicensed restaurants and cafes,,51.501394,-0.232709
972412,SWALLOW COFFEE SHOP LIMITED,75 GOLDHAWK ROAD,,LONDON,W128EH,56102 - Unlicensed restaurants and cafes,,51.502068,-0.227404
59357,AL ROSTOMIA LTD,40 GOLDHAWK ROAD,,LONDON,W128DH,56102 - Unlicensed restaurants and cafes,,51.502836,-0.225285
671531,MEZI RESTAURANT LTD,118 UXBRIDGE ROAD,,LONDON,W128AA,56102 - Unlicensed restaurants and cafes,,51.505071,-0.2231
765093,PAKIZA & FARIZA CO LTD,162 UXBRIDGE ROAD,SHEPHERDS BUSH,LONDON,W128AA,56102 - Unlicensed restaurants and cafes,,51.505071,-0.2231
907256,SHEIKH TRADERS LTD,116 UXBRIDGE ROAD,SHEPHERDS BUSH,LONDON,W128AA,56102 - Unlicensed restaurants and cafes,,51.505071,-0.2231
566669,KILIMANJARO BUSINESS CONNECT LIMITED,330-332 UXBRIDGE ROAD,,LONDON,W127LL,56102 - Unlicensed restaurants and cafes,,51.506638,-0.234086
842465,RED SEA RESTAURANT UK LIMITED,382 UXBRIDGE ROAD,SHEPHERDS BUSH,LONDON,W127LL,56102 - Unlicensed restaurants and cafes,56210 - Event catering activities,51.506638,-0.234086
679546,MINI BAZAAR LIMITED,290-294 UXBRIDGE ROAD,SHEPHERDS BUSH,LONDON,W127LJ,56102 - Unlicensed restaurants and cafes,,51.506494,-0.231685
1125632,ZEBRA CAFE LTD,200 UXBRIDGE RD,,LONDON,W127JP,56102 - Unlicensed restaurants and cafes,,51.505456,-0.225529
321377,EAT CAKE LTD,282 UXBRIDGE ROAD,,LONDON,W127JA,56102 - Unlicensed restaurants and cafes,,51.506165,-0.22947
609607,LIWAN ALSHAM LTD,280 UXBRIDGE ROAD,,LONDON,W127JA,56102 - Unlicensed restaurants and cafes,,51.506165,-0.22947
573794,KODIAK COFFEE ROASTERS LTD,23 ABDALE ROAD,,LONDON,W127ER,56102 - Unlicensed restaurants and cafes,56290 - Other food services,51.507599,-0.22987
599007,LEWIS CATERING (LONDON) LIMITED,65 BLOEMFONTEIN ROAD,SHEPHERDS BUSH,LONDON,W127DA,56102 - Unlicensed restaurants and cafes,56210 - Event catering activities,51.511546,-0.234588
816327,PROUD MARY LIMITED,3 ORMISTON GROVE,,LONDON,W120JR,56102 - Unlicensed restaurants and cafes,,51.507494,-0.235451
650402,MARRAKESH CAFES LTD,1C OAKLANDS GROVE,,LONDON,W120JD,56102 - Unlicensed restaurants and cafes,,51.507373,-0.23694
66338,ALLANS ESTATES LONDON LTD,135 NOTTING HILL GATE,,LONDON,W113LB,56102 - Unlicensed restaurants and cafes,,51.508486,-0.198911
646047,MARBLE ARCH CAFE LIMITED,135 NOTTING HILL GATE,,LONDON,W113LB,56102 - Unlicensed restaurants and cafes,,51.508486,-0.198911
669255,MERRYMEAD LIMITED,CUNNINGHAM,1ST FLOOR,135 NOTTING HILL GATE,W113LB,56102 - Unlicensed restaurants and cafes,,51.508486,-0.198911
410294,GELATO MIO LTD,37 PEMBRIDGE ROAD,,LONDON,W113HG,56102 - Unlicensed restaurants and cafes,,51.510399,-0.197596
688621,MONDO INTL. LIMITED,19 PEMBRIDGE ROAD,LONDON,,W113HG,56102 - Unlicensed restaurants and cafes,,51.510399,-0.197596
99730,ASHBAMA LIMITED,FLAT 12A,48 KENSINGTON PARK ROAD,LONDON,W113BP,56102 - Unlicensed restaurants and cafes,,51.511158,-0.199584
472602,HILL CATERING LIMITED,104A LADBROKE GROVE,NOTTINGHILL,LONDON,W111PY,56102 - Unlicensed restaurants and cafes,,51.516464,-0.209046
441242,GRILL MARKET NOTTING HILL LIMITED,212 KENSINGTON PARK ROAD,,LONDON,W111NR,56102 - Unlicensed restaurants and cafes,,51.51623,-0.206071
676218,MIKE'S CAFE LIMITED,12 BLENHEIM CRESCENT,LONDON,,W111NN,56102 - Unlicensed restaurants and cafes,,51.5159,-0.205652
584654,LAKWATSA LIMITED,41 LOWERWOOD COURT,351 WESTBOURNE PARK ROAD,LONDON,W111EU,56102 - Unlicensed restaurants and cafes,,51.515961,-0.20846
182697,BUTTER BARBARRY BAKERY AND CAFE LIMITED,219 WESTBOURNE PARK ROAD,,LONDON,W111EA,56102 - Unlicensed restaurants and cafes,,51.517719,-0.201112
366763,FARM BOWLS LTD,26 ST. LUKES MEWS,,LONDON,W111DF,56102 - Unlicensed restaurants and cafes,,51.517843,-0.202779
1002171,THE FEEDING HOUSE LIMITED,26 ST. LUKES MEWS,,LONDON,W111DF,56102 - Unlicensed restaurants and cafes,,51.517843,-0.202779
442162,GROUNDS OF ARABICA LIMITED,11 BRAMLEY ROAD,,LONDON,W106SZ,56102 - Unlicensed restaurants and cafes,,51.512438,-0.218023
255319,CPRESS FULHAM LIMITED,FLAT 4,16 ST. QUINTIN AVENUE,LONDON,W106NU,56102 - Unlicensed restaurants and cafes,56103 - Take-away food shops and mobile food stands,51.519345,-0.218719
255322,CPRESS TWO LIMITED,FLAT 4,16 ST. QUINTIN AVENUE,LONDON,W106NU,56102 - Unlicensed restaurants and cafes,56103 - Take-away food shops and mobile food stands,51.519345,-0.218719
981845,TANDEM CICLO LTD,4 OAKWORTH ROAD,,LONDON,W106DE,56102 - Unlicensed restaurants and cafes,,51.521902,-0.219513
257021,CREAMTEA LTD,7 BLAKE CLOSE,,LONDON,W106AY,56102 - Unlicensed restaurants and cafes,,51.521832,-0.223754
134923,BEL & NEV CAFE LTD,1ST & 2ND FLOOR FLAT,278A PORTOBELLO ROAD,LONDON,W105TE,56102 - Unlicensed restaurants and cafes,,51.519308,-0.207406
968257,SUPAN LTD,615 HARROW ROAD,,LONDON,W104RA,56102 - Unlicensed restaurants and cafes,,51.528012,-0.21681
776915,PEARL OF THE SEA LTD,604 HARROW ROAD,,LONDON,W104NJ,56102 - Unlicensed restaurants and cafes,,51.526563,-0.206703
303256,DOLCHE 2015 LTD,55 THIRD AVENUE,,LONDON,W104HU,56102 - Unlicensed restaurants and cafes,,51.529611,-0.207852
1101351,WIDEWATER CAFE LIMITED,WIDEWATER CAFE WIDEWATER PLACE,MOORHALL ROAD,HAREFIELD,UB96NS,56102 - Unlicensed restaurants and cafes,,51.588465,-0.484777
455926,HAREFIELD VILLAGE CAFE LTD,5 HIGH STREET,,HAREFIELD,UB96BX,56102 - Unlicensed restaurants and cafes,,51.603473,-0.482039
426209,GOD WIN (PVT) LTD,19 PIELD HEATH AVENUE,,UXBRIDGE,UB83PB,56102 - Unlicensed restaurants and cafes,,51.526511,-0.45388
236913,COCO LATTE LTD,27 PARK VIEW ROAD,,UXBRIDGE,UB83LJ,56102 - Unlicensed restaurants and cafes,56103 - Take-away food shops and mobile food stands,51.520015,-0.455599
263068,CRYSTAL LONDON LTD,18 BARTRAM CLOSE,,UXBRIDGE,UB83AX,56102 - Unlicensed restaurants and cafes,,51.527871,-0.44925
631733,M S BAGHRI LTD,40 STATION ROAD,UXBRIDGE,LONDON,UB83AB,56102 - Unlicensed restaurants and cafes,,51.53061,-0.477126
953763,STATION REST LIMITED,1 STATION ROAD,,UXBRIDGE,UB83AA,56102 - Unlicensed restaurants and cafes,,51.530143,-0.480659
425820,GO THRIVE LIMITED,UNIT 17 SARUM COMPLEX SALISBURY ROAD,UXBRIDGE INDUSTRIAL ESTATE,UXBRIDGE,UB82RZ,56102 - Unlicensed restaurants and cafes,,51.536382,-0.489593
554931,KANBAKE LIMITED,23 MONTAGUE ROAD,,UXBRIDGE,UB81QL,56102 - Unlicensed restaurants and cafes,,51.546632,-0.474089
594038,LEBANESE GRILL LIMITED,23 MONTAGUE ROAD,,UXBRIDGE,UB81QL,56102 - Unlicensed restaurants and cafes,,51.546632,-0.474089
881445,SAINTS CAFE LIMITED,23 MONTAGUE ROAD,,UXBRIDGE,UB81QL,56102 - Unlicensed restaurants and cafes,,51.546632,-0.474089
781380,PERI PERI COTTAGE CORPORATION LIMITED,237 HIGH STREET,,UXBRIDGE,UB81LE,56102 - Unlicensed restaurants and cafes,,51.544095,-0.474152
